Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,VisitorType,Weekend,Revenue,SessionDuration,TotalPagesViewed
0,0.0,0,0.0,14,380.5,0.014285714,0.028571429,0.0,0.0,1,False,0,380.5,14
0,0.0,0,0.0,8,388.0,0.025,0.05625,0.0,0.0,1,True,0,388.0,8
2,18.0,0,0.0,5,298.0,0.0,0.028571429,0.0,0.8,1,False,0,316.0,7
0,0.0,0,0.0,7,63.0,0.028571429,0.071428571,0.0,0.6,1,False,0,63.0,7
0,0.0,0,0.0,3,22.0,0.0,0.066666667,0.0,0.6,1,False,0,22.0,3
0,0.0,0,0.0,15,310.1666667,0.0,0.006666667,0.0,0.0,1,False,0,310.1666667,15
0,0.0,0,0.0,2,34.0,0.0,0.05,0.0,0.4,1,False,0,34.0,2
0,0.0,0,0.0,4,88.0,0.0,0.05,0.0,0.0,1,False,0,88.0,4
0,0.0,0,0.0,14,222.4,0.017142857,0.057142857,0.0,0.0,1,False,0,222.4,14
0,0.0,0,0.0,3,80.0,0.066666667,0.133333333,0.0,0.2,1,False,0,80.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,True,0,0.0,1
0,0.0,0,0.0,12,265.1666667,0.011111111,0.026111111,0.0,0.2,1,False,0,265.1666667,12
0,0.0,0,0.0,2,29.0,0.0,0.1,0.0,1.0,1,True,0,29.0,2
0,0.0,0,0.0,4,160.0,0.0,0.075,0.0,0.0,1,False,0,160.0,4
0,0.0,0,0.0,4,135.6666667,0.05,0.025,0.0,0.4,1,False,0,135.6666667,4
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,1,False,0,0.0,1
0,0.0,0,0.0,4,104.0,0.0,0.05,0.0,0.4,1,False,0,104.0,4
2,16.0,0,0.0,16,381.6865079,0.011764706,0.046568627,0.0,0.6,1,False,0,397.6865079,18
0,0.0,0,0.0,6,169.0,0.0,0.016666667,0.0,0.4,1,False,0,169.0,6
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.2,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,20,197.3777778,0.025,0.0525,0.0,0.0,1,False,0,197.3777778,20
0,0.0,0,0.0,2,43.0,0.0,0.1,0.0,0.4,1,False,0,43.0,2
0,0.0,0,0.0,3,135.0,0.0,0.066666667,0.0,0.0,1,False,0,135.0,3
0,0.0,0,0.0,2,76.0,0.0,0.05,0.0,0.6,1,False,0,76.0,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,1.0,1,True,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,1,False,0,0.0,1
0,0.0,0,0.0,7,208.0,0.0,0.028571429,0.0,0.0,1,True,0,208.0,7
0,0.0,0,0.0,4,270.0,0.0,0.016666667,0.0,0.8,1,False,0,270.0,4
0,0.0,0,0.0,6,39.5,0.0,0.02,0.0,0.0,1,False,0,39.5,6
0,0.0,0,0.0,12,375.0,0.016666667,0.058333333,0.0,0.0,1,False,0,375.0,12
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,1,True,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,7,150.0,0.057142857,0.085714286,0.0,0.0,1,False,0,150.0,7
0,0.0,0,0.0,3,138.0,0.0,0.066666667,0.0,0.0,1,False,0,138.0,3
0,0.0,0,0.0,7,337.5,0.028571429,0.023809524,0.0,0.4,1,False,0,337.5,7
2,36.0,0,0.0,15,168.8461538,0.0,0.011764706,0.0,0.4,1,False,0,204.8461538,17
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,True,0,0.0,1
0,0.0,0,0.0,2,52.0,0.0,0.1,0.0,0.0,1,False,0,52.0,2
0,0.0,0,0.0,2,33.0,0.0,0.1,0.0,0.2,1,False,0,33.0,2
0,0.0,0,0.0,4,105.0,0.0,0.025,0.0,0.6,1,False,0,105.0,4
0,0.0,1,0.0,7,50.0,0.038095238,0.080952381,0.0,0.6,1,False,0,50.0,8
3,58.5,0,0.0,17,281.6666667,0.007058824,0.017647059,0.0,0.0,1,False,0,340.1666667,20
0,0.0,0,0.0,2,27.0,0.15,0.15,0.0,0.0,1,False,0,27.0,2
0,0.0,1,0.0,9,215.0,0.044444444,0.074074074,0.0,0.8,1,False,0,215.0,10
0,0.0,0,0.0,12,162.0,0.05,0.066666667,0.0,0.0,1,False,0,162.0,12
0,0.0,0,0.0,2,114.0,0.05,0.066666667,0.0,0.8,1,False,0,114.0,2
0,0.0,0,0.0,4,253.0,0.0,0.016666667,0.0,0.6,1,False,0,253.0,4
0,0.0,0,0.0,4,0.0,0.2,0.2,0.0,0.4,1,False,0,0.0,4
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,1,False,0,0.0,1
0,0.0,0,0.0,12,317.8333333,0.0,0.005555556,0.0,0.0,1,True,0,317.8333333,12
0,0.0,0,0.0,8,95.0,0.0,0.075,0.0,0.0,1,False,0,95.0,8
0,0.0,0,0.0,6,301.5,0.0,0.111111111,0.0,0.0,1,False,0,301.5,6
0,0.0,0,0.0,6,243.0,0.0,0.033333333,0.0,0.0,1,False,0,243.0,6
0,0.0,0,0.0,4,135.5,0.0,0.05,0.0,0.6,1,False,0,135.5,4
0,0.0,0,0.0,3,41.0,0.0,0.066666667,0.0,0.0,1,False,0,41.0,3
0,0.0,0,0.0,11,292.9,0.028,0.11952381,0.0,0.0,1,False,0,292.9,11
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,10,225.4666667,0.0,0.05,0.0,0.4,1,False,0,225.4666667,10
0,0.0,0,0.0,3,13.0,0.133333333,0.166666667,0.0,0.0,1,False,0,13.0,3
0,0.0,0,0.0,2,222.0,0.0,0.1,0.0,0.0,1,True,0,222.0,2
2,20.0,0,0.0,16,214.8333333,0.0,0.022222222,0.0,0.0,1,False,0,234.8333333,18
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,6,158.1666667,0.0,0.033333333,0.0,0.0,1,False,0,158.1666667,6
0,0.0,0,0.0,9,303.6666667,0.005555556,0.046296296,0.0,0.0,1,False,0,303.6666667,9
0,0.0,0,0.0,3,25.0,0.0,0.066666667,0.0,0.0,1,False,0,25.0,3
0,0.0,0,0.0,2,42.0,0.05,0.15,0.0,0.4,1,False,0,42.0,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,9,272.5,0.0,0.011851852,0.0,0.2,1,False,0,272.5,9
3,19.0,0,0.0,8,344.0,0.0,0.007407407,0.0,0.0,1,False,0,363.0,11
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,11,316.6666667,0.0,0.027272727,0.0,0.8,1,False,0,316.6666667,11
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.4,1,False,0,0.0,1
0,0.0,0,0.0,4,16.0,0.1,0.15,0.0,0.0,1,False,0,16.0,4
0,0.0,0,0.0,9,261.75,0.0,0.026666667,0.0,0.0,1,False,0,261.75,9
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,True,0,0.0,1
0,0.0,0,0.0,6,117.5,0.0,0.033333333,0.0,0.8,1,True,0,117.5,6
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,12,129.0,0.0,0.033333333,0.0,0.0,1,False,0,129.0,12
0,0.0,0,0.0,5,63.0,0.0,0.04,0.0,0.0,1,False,0,63.0,5
0,0.0,0,0.0,5,125.0,0.086666667,0.166666667,0.0,0.0,1,False,0,125.0,5
0,0.0,0,0.0,3,55.0,0.066666667,0.1,0.0,0.6,1,False,0,55.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.8,1,True,0,0.0,1
3,87.0,0,0.0,10,320.5,0.0,0.015384615,0.0,0.0,1,False,0,407.5,13
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,6,163.25,0.033333333,0.033333333,0.0,0.6,1,False,0,163.25,6
0,0.0,0,0.0,17,284.25,0.0,0.011764706,0.0,0.0,1,True,0,284.25,17
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.6,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,8,260.0,0.008333333,0.025,0.0,0.8,1,True,0,260.0,8
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,2
3,52.0,0,0.0,9,319.0,0.0,0.02,0.0,0.0,1,False,0,371.0,12
0,0.0,0,0.0,3,42.0,0.0,0.066666667,0.0,0.0,1,False,0,42.0,3
0,0.0,0,0.0,22,354.3333333,0.009090909,0.057662338,0.0,0.0,1,True,0,354.3333333,22
0,0.0,0,0.0,5,43.0,0.0,0.04,0.0,0.0,1,True,0,43.0,5
0,0.0,0,0.0,3,133.5,0.0,0.088888889,0.0,0.0,1,False,0,133.5,3
1,119.0,0,0.0,12,297.6666667,0.0,0.008333333,0.0,0.0,1,False,0,416.6666667,13
3,107.0,0,0.0,4,145.8333333,0.0,0.016666667,0.0,0.0,2,False,0,252.8333333,7
2,49.0,1,127.0,4,188.0,0.033333333,0.0375,0.0,0.0,1,False,0,364.0,7
0,0.0,0,0.0,2,50.0,0.0,0.05,0.0,0.0,1,False,0,50.0,2
2,118.0,0,0.0,4,42.0,0.0,0.066666667,0.0,0.0,1,False,0,160.0,6
0,0.0,0,0.0,12,198.0,0.016666667,0.075,0.0,0.0,1,False,0,198.0,12
0,0.0,0,0.0,3,15.0,0.0,0.066666667,0.0,0.0,1,False,0,15.0,3
0,0.0,0,0.0,5,23.0,0.08,0.12,0.0,0.0,1,False,0,23.0,5
0,0.0,0,0.0,4,14.0,0.1,0.15,0.0,0.0,1,False,0,14.0,4
1,54.0,0,0.0,6,210.5,0.0,0.02,0.0,0.0,2,False,0,264.5,7
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,1,True,0,19.0,2
0,0.0,0,0.0,9,102.5,0.0,0.022222222,0.0,0.0,1,False,0,102.5,9
0,0.0,0,0.0,9,132.0,0.011111111,0.033333333,0.0,0.0,1,True,0,132.0,9
3,49.33333333,5,303.25,7,148.5,0.0,0.014081633,0.0,0.0,1,False,0,501.08333333,15
2,24.5,0,0.0,22,353.1666667,0.018181818,0.031818182,0.0,0.0,1,False,0,377.6666667,24
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,2
0,0.0,0,0.0,5,57.0,0.08,0.12,0.0,0.0,1,False,0,57.0,5
0,0.0,0,0.0,2,8.0,0.0,0.1,0.0,0.0,1,True,0,8.0,2
1,13.0,0,0.0,2,20.0,0.0,0.05,0.0,0.0,1,False,0,33.0,3
0,0.0,1,0.0,7,188.0,0.0,0.033333333,0.0,0.0,2,False,0,188.0,8
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,9,116.3333333,0.0,0.066666667,0.0,0.0,1,False,0,116.3333333,9
0,0.0,0,0.0,30,397.0,0.0,0.02,0.0,0.0,1,False,0,397.0,30
0,0.0,0,0.0,20,219.3333333,0.0,0.011666667,0.0,0.0,1,False,0,219.3333333,20
0,0.0,0,0.0,5,74.0,0.0,0.04,0.0,0.0,1,False,0,74.0,5
0,0.0,0,0.0,6,236.5,0.0,0.016666667,0.0,0.0,1,True,0,236.5,6
1,10.0,0,0.0,14,348.6666667,0.035714286,0.053571429,0.0,0.0,1,True,0,358.6666667,15
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
1,28.0,1,47.0,13,224.5,0.0,0.014285714,0.0,0.0,2,False,0,299.5,15
0,0.0,0,0.0,5,75.5,0.02,0.013333333,0.0,0.0,1,True,0,75.5,5
0,0.0,0,0.0,2,153.0,0.0,0.05,0.0,0.0,1,False,0,153.0,2
4,15.0,0,0.0,10,197.2,0.0,0.016666667,38.99,0.0,1,True,1,212.2,14
0,0.0,0,0.0,3,41.0,0.0,0.033333333,0.0,0.0,1,True,0,41.0,3
0,0.0,0,0.0,11,300.0714286,0.0,0.02,53.9892,0.0,1,True,1,300.0714286,11
0,0.0,0,0.0,6,69.25,0.0,0.044444444,0.0,0.0,1,False,0,69.25,6
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,4,59.0,0.0,0.05,0.0,0.0,1,False,0,59.0,4
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,True,0,0.0,1
0,0.0,0,0.0,13,328.9166667,0.0,0.014285714,59.79014286,0.0,1,False,1,328.9166667,13
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,3,227.5,0.0,0.022222222,0.0,0.0,1,False,0,227.5,3
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,2
0,0.0,0,0.0,4,82.5,0.0,0.05,0.0,0.0,1,False,0,82.5,4
0,0.0,1,0.0,1,13.0,0.0,0.1,0.0,0.0,1,False,0,13.0,2
0,0.0,0,0.0,2,9.0,0.0,0.1,0.0,0.0,1,True,0,9.0,2
0,0.0,0,0.0,2,7.0,0.0,0.1,0.0,0.0,1,False,0,7.0,2
0,0.0,0,0.0,12,94.5,0.033333333,0.025555556,0.0,0.0,1,False,0,94.5,12
5,86.0,0,0.0,23,267.3,0.0,0.016,0.0,0.0,1,True,0,353.3,28
0,0.0,0,0.0,3,75.0,0.0,0.066666667,0.0,0.0,1,True,0,75.0,3
2,7.0,0,0.0,10,75.0,0.05,0.11,0.0,0.0,1,False,0,82.0,12
0,0.0,0,0.0,2,96.0,0.0,0.1,0.0,0.0,1,False,0,96.0,2
2,61.0,0,0.0,5,97.0,0.0,0.04,0.0,0.0,1,False,0,158.0,7
0,0.0,0,0.0,5,156.0,0.0,0.04,0.0,0.0,1,False,0,156.0,5
0,0.0,0,0.0,10,240.75,0.0,0.02,0.0,0.0,1,False,0,240.75,10
4,111.0,0,0.0,4,54.0,0.0,0.028571429,0.0,0.0,1,False,0,165.0,8
2,147.0,0,0.0,2,35.0,0.0,0.05,0.0,0.0,2,False,0,182.0,4
0,0.0,0,0.0,15,175.9166667,0.013333333,0.026666667,0.0,0.0,1,True,0,175.9166667,15
3,53.16666667,0,0.0,11,263.6,0.0,0.003571429,0.0,0.0,1,False,0,316.76666667,14
2,58.0,0,0.0,7,101.8,0.0,0.011111111,0.0,0.0,2,False,0,159.8,9
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
1,8.0,0,0.0,14,269.5,0.0,0.019047619,0.0,0.0,1,False,0,277.5,15
0,0.0,0,0.0,4,52.0,0.0,0.025,0.0,0.0,1,False,0,52.0,4
0,0.0,0,0.0,7,64.0,0.0,0.014285714,0.0,0.0,1,False,0,64.0,7
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,8,326.5,0.1,0.125,0.0,0.0,1,False,0,326.5,8
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
4,277.75,0,0.0,3,178.75,0.0,0.008,0.0,0.0,2,False,0,456.5,7
1,25.5,0,0.0,12,250.8333333,0.0,0.016666667,0.0,0.0,1,True,0,276.3333333,13
0,0.0,0,0.0,10,194.0,0.02,0.04,0.0,0.0,1,False,0,194.0,10
8,130.0,1,18.0,19,298.0,0.0,0.016666667,19.66818546,0.0,1,True,0,446.0,28
0,0.0,0,0.0,3,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,3
0,0.0,0,0.0,24,308.8635531,0.0,0.028030303,0.0,0.0,1,False,0,308.8635531,24
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,12,166.0,0.028571429,0.071428571,0.0,0.0,1,True,0,166.0,12
1,14.0,0,0.0,4,65.0,0.0,0.05,0.0,0.0,1,False,0,79.0,5
0,0.0,0,0.0,10,226.8333333,0.0,0.01,0.0,0.0,1,True,0,226.8333333,10
0,0.0,0,0.0,13,226.0,0.0,0.053846154,0.0,0.0,1,True,0,226.0,13
5,51.5,0,0.0,2,6.0,0.0,0.033333333,0.0,0.0,1,False,0,57.5,7
0,0.0,0,0.0,5,239.0,0.0,0.04,0.0,0.0,1,False,0,239.0,5
2,44.5,0,0.0,7,212.1666667,0.0,0.00625,0.0,0.0,2,True,0,256.6666667,9
0,0.0,0,0.0,6,44.0,0.066666667,0.1,0.0,0.0,1,False,0,44.0,6
4,61.0,0,0.0,14,175.6666667,0.0,0.010588235,0.0,0.0,1,False,0,236.6666667,18
0,0.0,0,0.0,2,12.0,0.0,0.1,0.0,0.0,1,False,0,12.0,2
0,0.0,0,0.0,3,8.0,0.066666667,0.133333333,0.0,0.0,1,False,0,8.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,2,254.0,0.0,0.1,0.0,0.0,1,False,0,254.0,2
0,0.0,0,0.0,7,67.0,0.0,0.028571429,0.0,0.0,1,False,0,67.0,7
0,0.0,0,0.0,4,57.0,0.0,0.025,0.0,0.0,1,False,0,57.0,4
0,0.0,0,0.0,12,240.4166667,0.0,0.061688312,0.0,0.0,1,False,0,240.4166667,12
0,0.0,0,0.0,7,379.5,0.057142857,0.085714286,0.0,0.0,1,False,0,379.5,7
0,0.0,0,0.0,3,103.0,0.0,0.022222222,0.0,0.0,1,True,0,103.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,10,236.0,0.0,0.026666667,0.0,0.0,1,False,0,236.0,10
0,0.0,0,0.0,2,24.0,0.0,0.1,0.0,0.0,1,False,0,24.0,2
0,0.0,0,0.0,16,154.8333333,0.0,0.00625,0.0,0.0,1,False,0,154.8333333,16
3,227.0,0,0.0,2,62.0,0.0,0.025,0.0,0.0,1,True,0,289.0,5
0,0.0,2,39.0,15,245.0,0.0,0.0125,11.9955404,0.0,1,True,1,284.0,17
0,0.0,0,0.0,3,20.0,0.0,0.066666667,0.0,0.0,1,True,0,20.0,3
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,True,0,0.0,1
0,0.0,0,0.0,2,22.0,0.0,0.1,0.0,0.0,1,False,0,22.0,2
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
2,41.0,0,0.0,7,139.0,0.022222222,0.055555556,0.0,0.0,1,True,0,180.0,9
0,0.0,0,0.0,5,288.5,0.0,0.0125,0.0,0.0,1,True,0,288.5,5
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,True,0,0.0,2
0,0.0,0,0.0,6,192.0,0.0,0.04,0.0,0.0,1,False,0,192.0,6
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
2,45.0,0,0.0,9,96.46666667,0.0,0.018181818,0.0,0.0,1,False,0,141.46666667,11
2,112.0,0,0.0,9,198.8333333,0.0,0.006060606,0.0,0.0,2,True,0,310.8333333,11
0,0.0,0,0.0,8,181.0,0.075,0.1,0.0,0.0,1,True,0,181.0,8
2,37.0,0,0.0,15,208.5,0.0,0.011764706,0.0,0.0,2,True,0,245.5,17
0,0.0,0,0.0,12,358.0666667,0.0,0.025,0.0,0.0,1,False,0,358.0666667,12
1,5.5,0,0.0,22,339.25,0.0,0.026984127,0.0,0.0,1,False,0,344.75,23
0,0.0,0,0.0,13,265.1666667,0.0,0.046153846,0.0,0.0,1,False,0,265.1666667,13
0,0.0,0,0.0,6,92.0,0.0,0.066666667,0.0,0.0,1,False,0,92.0,6
3,279.0,0,0.0,0,0.0,0.0,0.05,0.0,0.0,1,True,0,279.0,3
3,55.0,2,4.0,2,19.0,0.0,0.033333333,0.0,0.0,2,False,0,78.0,7
0,0.0,0,0.0,5,155.0,0.04,0.053333333,0.0,0.0,1,False,0,155.0,5
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,4,81.0,0.0,0.025,0.0,0.0,1,False,0,81.0,4
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,2
0,0.0,0,0.0,3,223.0,0.066666667,0.133333333,0.0,0.0,1,False,0,223.0,3
1,77.0,0,0.0,9,312.0,0.0,0.044444444,0.0,0.0,2,True,0,389.0,10
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,15,212.8,0.019047619,0.042857143,0.0,0.0,1,False,0,212.8,15
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
2,47.66666667,0,0.0,5,72.33333333,0.0,0.014285714,0.0,0.0,2,False,0,120.0,7
0,0.0,0,0.0,13,96.5,0.030769231,0.076923077,0.0,0.0,1,False,0,96.5,13
0,0.0,0,0.0,8,267.0,0.0,0.05,0.0,0.0,1,False,0,267.0,8
0,0.0,0,0.0,7,289.5,0.0,0.014285714,0.0,0.0,1,True,0,289.5,7
0,0.0,0,0.0,1,10.0,0.0,0.1,0.0,0.0,1,True,0,10.0,1
0,0.0,0,0.0,4,36.0,0.05,0.1,0.0,0.0,1,False,0,36.0,4
2,25.0,0,0.0,6,65.0,0.0,0.025,0.0,0.0,2,True,0,90.0,8
0,0.0,0,0.0,5,77.0,0.0,0.04,0.0,0.0,1,True,0,77.0,5
5,59.0,0,0.0,3,44.66666667,0.0,0.025,0.0,0.0,1,True,0,103.66666667,8
0,0.0,0,0.0,10,322.5,0.04,0.07,0.0,0.0,1,False,0,322.5,10
6,53.38095238,0,0.0,5,54.38095238,0.0,0.003571429,0.0,0.0,2,True,0,107.76190476,11
0,0.0,0,0.0,7,314.5,0.033333333,0.066666667,0.0,0.0,1,False,0,314.5,7
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,4,135.5,0.0,0.066666667,0.0,0.0,1,False,0,135.5,4
3,148.0,0,0.0,8,292.5,0.0,0.027272727,0.0,0.0,1,True,0,440.5,11
0,0.0,0,0.0,2,68.5,0.0,0.033333333,0.0,0.0,1,False,0,68.5,2
3,58.0,0,0.0,23,364.1666667,0.004,0.02,0.0,0.0,1,False,0,422.1666667,26
1,3.0,0,0.0,3,236.0,0.0,0.025,0.0,0.0,1,True,0,239.0,4
4,57.0,0,0.0,5,81.0,0.0,0.025,0.0,0.0,1,False,0,138.0,9
0,0.0,0,0.0,9,104.8333333,0.022222222,0.072222222,0.0,0.0,1,False,0,104.8333333,9
1,7.0,0,0.0,4,45.0,0.0,0.0125,0.0,0.0,1,False,0,52.0,5
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,6,116.5,0.0,0.066666667,0.0,0.0,1,True,0,116.5,6
0,0.0,0,0.0,8,144.0,0.025,0.045833333,0.0,0.0,1,True,0,144.0,8
0,0.0,0,0.0,7,126.0,0.028571429,0.057142857,0.0,0.0,1,False,0,126.0,7
0,0.0,0,0.0,6,185.0,0.0,0.1,0.0,0.0,1,False,0,185.0,6
0,0.0,0,0.0,6,218.0,0.0,0.066666667,0.0,0.0,1,False,0,218.0,6
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,False,0,0.0,1
0,0.0,0,0.0,3,19.0,0.0,0.066666667,0.0,0.0,1,True,0,19.0,3
0,0.0,0,0.0,3,48.0,0.0,0.066666667,0.0,0.0,1,False,0,48.0,3
2,16.66666667,0,0.0,22,343.3690476,0.001298701,0.039924242,0.0,0.0,1,False,0,360.03571426999997,24
0,0.0,0,0.0,9,171.0,0.022222222,0.066666667,0.0,0.0,1,False,0,171.0,9
0,0.0,0,0.0,11,299.5,0.036363636,0.072727273,0.0,0.0,1,False,0,299.5,11
